id,sales
3001077,166.12138
3001078,280.75
3001079,0.72
3001080,7.2
3001081,68.21483999999998
3001082,92.18780999999998
3001083,2117.3115500000013
3001084,343.24
3001085,5.92
3001086,3.3
3001087,3.95
3001088,4.46
3001089,1640.4
3001090,0.0
3001091,146.39
3001092,7.77
3001093,862.79
3001094,526.5
3001095,219.42
3001096,88.71
3001097,59.50483
3001098,2891.5396199999996
3001099,7.61
3001100,1.04
3001101,12.32
3001102,30.95
3001103,0.17
3001104,223.06
3001105,7.22
3001106,0.0
3001107,28.61
3001108,59.98
3001109,2.6
3001110,112.18859003999997
3001111,198.74
3001112,0.86
3001113,6.6
3001114,99.97470009999999
3001115,41.87
3001116,1922.2129700000012
3001117,361.68
3001118,5.06
3001119,3.68
3001120,0.25
3001121,3.76
3001122,1743.54
3001123,0.0
3001124,143.31
3001125,4.23
3001126,902.25
3001127,369.79
3001128,135.67
3001129,127.05
3001130,24.004690069999995
3001131,2029.1020199999998
3001132,6.09
3001133,1.0
3001134,14.64
3001135,13.11
3001136,0.14
3001137,153.38
3001138,0.0
3001139,0.0
3001140,41.48
3001141,131.93
3001142,1.6
3001143,48.862500430000026
3001144,139.85
3001145,0.85
3001146,2.42
3001147,66.39727012000007
3001148,37.31
3001149,2145.3205500000013
3001150,346.31
3001151,1.36
3001152,8.07
3001153,0.59
3001154,4.11
3001155,2619.56
3001156,0.0
3001157,317.83
3001158,5.92
3001159,1003.77
3001160,1078.86
3001161,415.86
3001162,136.75
3001163,88.40187999999998
3001164,4070.1962599999997
3001165,12.91
3001166,0.74
3001167,23.91
3001168,24.01
3001169,0.08
3001170,308.23
3001171,0.56
3001172,0.0
3001173,33.08
3001174,66.68
3001175,4.65
3001176,247.15578020000015
3001177,246.68
3001178,2.91
3001179,4.95
3001180,273.3649501999998
3001181,58.23291012
3001182,2268.270640000001
3001183,346.96
3001184,9.632989999999998
3001185,3.21
3001186,2.1
3001187,4.55
3001188,1840.19
3001189,0.0
3001190,1056.89
3001191,8.43
3001192,600.83
3001193,906.06
3001194,169.16156000000004
3001195,134.23
3001196,44.38823
3001197,2663.9295100000004
3001198,11.65
3001199,1.15
3001200,16.28
3001201,25.34
3001202,0.02
3001203,180.87
3001204,9.93
3001205,10.84
3001206,30.04
3001207,68.05
3001208,3.07
3001209,73.61199996000002
3001210,223.63
3001211,2.44
3001212,6.09
3001213,149.93259999999998
3001214,52.226489400000034
3001215,2389.975720000001
3001216,357.94
3001217,12.895630035999998
3001218,6.03
3001219,0.68
3001220,4.3
3001221,2600.86
3001222,0.0
3001223,161.98
3001224,15.37
3001225,833.18
3001226,527.19
3001227,262.26969
3001228,43.72
3001229,39.462590060000004
3001230,3050.02
3001231,7.44
3001232,1.17
3001233,12.73
3001234,27.2
3001235,0.01
3001236,157.37
3001237,7.88
3001238,0.0
3001239,11.74
3001240,64.86
3001241,7.05
3001242,115.74067958999993
3001243,193.98
3001244,0.84
3001245,5.69
3001246,83.41291996000005
3001247,25.39
3001248,2178.2422400000014
3001249,361.68
3001250,7.96
3001251,5.4
3001252,0.0
3001253,7.69
3001254,2921.74
3001255,0.02
3001256,622.95928
3001257,11.24
3001258,814.41
3001259,816.73
3001260,217.4175899999999
3001261,158.66
3001262,101.28864000000002
3001263,3723.1
3001264,25.06
3001265,0.93
3001266,19.54
3001267,71.61
3001268,0.0
3001269,245.18
3001270,16.76
3001271,26.97
3001272,11.96
3001273,91.36
3001274,10.7
3001275,403.65949879999977
3001276,277.43
3001277,8.22
3001278,7.16
3001279,429.05760179999976
3001280,108.59513004000002
3001281,3430.438671
3001282,357.94
3001283,31.313500059999996
3001284,8.23
3001285,0.21
3001286,6.14
3001287,3769.89
3001288,0.0
3001289,429.12
3001290,6.57
3001291,1113.01
3001292,873.48
3001293,503.78937999999994
3001294,87.38
3001295,68.34182004
3001296,5266.3460899999955
3001297,11.63
3001298,0.46
3001299,21.48
3001300,22.53
3001301,0.01
3001302,276.54
3001303,1.76
3001304,14.51
3001305,30.3
3001306,63.41
3001307,2.75
3001308,273.35451950000004
3001309,321.21
3001310,3.21
3001311,6.31
3001312,222.06402020000016
3001313,57.64796041999999
3001314,1468.2853759999998
3001315,243.42
3001316,9.09522998
3001317,9.14
3001318,0.31
3001319,4.89
3001320,2936.82
3001321,0.0
3001322,374.67
3001323,7.87
3001324,1117.64
3001325,778.02
3001326,261.5038100000002
3001327,243.52
3001328,78.12525
3001329,3857.8243299999995
3001330,13.05
3001331,1.28
3001332,36.43
3001333,39.42
3001334,0.06
3001335,245.48
3001336,2.93
3001337,10.28
3001338,32.53
3001339,113.99
3001340,3.35
3001341,117.27015981999993
3001342,209.25
3001343,2.39
3001344,8.21
3001345,147.99896159999997
3001346,140.36041120000007
3001347,1773.3145399999996
3001348,343.24
3001349,4.0
3001350,2.85
3001351,0.08
3001352,3.87
3001353,2022.53
3001354,0.0
3001355,184.36
3001356,9.23
3001357,721.16
3001358,330.21
3001359,130.16512000000003
3001360,71.57
3001361,42.07906002
3001362,2777.43471
3001363,8.37
3001364,1.04
3001365,35.4
3001366,36.71
3001367,0.02
3001368,176.86
3001369,1.07
3001370,0.0
3001371,6.2
3001372,71.2
3001373,2.37
3001374,125.5638189
3001375,184.88
3001376,0.58
3001377,6.33
3001378,144.04217615000007
3001379,30.17
3001380,1763.3906200000001
3001381,232.65
3001382,2.04
3001383,1.86
3001384,0.0
3001385,4.03
3001386,1556.58
3001387,0.18
3001388,239.13222000000007
3001389,14.6
3001390,590.31
3001391,509.42
3001392,123.39844996000006
3001393,57.39
3001394,67.38578000000003
3001395,2485.83
3001396,30.54
3001397,1.0
3001398,13.87
3001399,28.6
3001400,0.12
3001401,143.48
3001402,13.7
3001403,2.9
3001404,29.47
3001405,74.68
3001406,4.49
3001407,688.1919499999988
3001408,231.37
3001409,4.93
3001410,5.08
3001411,354.52898999999974
3001412,26.60889000000002
3001413,1780.2174000000011
3001414,350.17
3001415,5.264840000000001
3001416,3.41
3001417,0.01
3001418,4.26
3001419,3695.73
3001420,0.0
3001421,849.9373800000004
3001422,14.12
3001423,1225.55
3001424,1321.59
3001425,286.4549599999996
3001426,237.28
3001427,182.26934999999986
3001428,4421.85
3001429,28.93
3001430,1.29
3001431,21.11
3001432,82.67
3001433,0.08
3001434,293.77
3001435,8.48
3001436,71.08
3001437,40.21
3001438,118.65
3001439,13.1
3001440,436.7356400000002
3001441,273.92
3001442,16.05
3001443,10.55
3001444,575.6491074000004
3001445,109.82302967999988
3001446,5918.416266000004
3001447,346.31
3001448,28.23154003000002
3001449,4.67
3001450,0.21
3001451,3.79
3001452,2012.9
3001453,0.0
3001454,432.3909100000001
3001455,4.57
3001456,416.05
3001457,565.87
3001458,167.6674199999999
3001459,108.31
3001460,80.02542
3001461,1776.83
3001462,16.02
3001463,0.92
3001464,14.91
3001465,32.58
3001466,0.02
3001467,116.03
3001468,0.0
3001469,51.47
3001470,38.81
3001471,288.84
3001472,11.42
3001473,230.13958000000002
3001474,140.08
3001475,4.96
3001476,4.71
3001477,188.2350002
3001478,38.934020200000006
3001479,4705.737866999999
3001480,252.79
3001481,4.74
3001482,4.0
3001483,0.01
3001484,3.99
3001485,1445.04
3001486,0.0
3001487,211.02
3001488,5.2
3001489,362.69
3001490,241.57
3001491,83.66726999999999
3001492,33.0
3001493,28.926550049999996
3001494,1757.4
3001495,3.43
3001496,0.61
3001497,14.43
3001498,23.31
3001499,0.07
3001500,131.86
3001501,0.02
3001502,7.53
3001503,28.26
3001504,44.81
3001505,0.68
3001506,229.10780079999984
3001507,216.74
3001508,2.52
3001509,0.83
3001510,126.89868880999997
3001511,21.13
3001512,1456.0763991000006
3001513,257.93
3001514,2.70404
3001515,5.78
3001516,0.89
3001517,2.72
3001518,2982.67
3001519,0.09
3001520,626.5307399999999
3001521,11.32
3001522,1023.05
3001523,929.03
3001524,293.93703
3001525,241.8
3001526,97.83590036000001
3001527,3976.5669999999996
3001528,34.72
3001529,3.41
3001530,23.38
3001531,42.77
3001532,0.06
3001533,252.7
3001534,4.8
3001535,66.18
3001536,39.77
3001537,119.45
3001538,6.5
3001539,316.73410999999993
3001540,243.2
3001541,13.07
3001542,10.39
3001543,369.9675088000001
3001544,76.02443007999999
3001545,4273.29763
3001546,256.74
3001547,20.12881994
3001548,6.56
3001549,0.01
3001550,4.36
3001551,2571.6
3001552,0.0
3001553,511.07
3001554,18.11
3001555,1057.26
3001556,926.11
3001557,322.10790000000014
3001558,199.55
3001559,68.90557
3001560,4205.722110000003
3001561,15.31
3001562,0.45
3001563,27.66
3001564,25.56
3001565,0.37
3001566,240.0
3001567,0.0
3001568,7.14
3001569,10.85
3001570,81.49
3001571,2.27
3001572,188.85713019999994
3001573,338.36
3001574,2.91
3001575,2.83
3001576,155.99328984000002
3001577,67.71734975999998
3001578,2196.221159
3001579,262.24
3001580,6.91
3001581,5.65
3001582,0.77
3001583,4.35
3001584,2635.99
3001585,0.0
3001586,513.75
3001587,9.81
3001588,845.78
3001589,842.44
3001590,216.92184000000012
3001591,161.85
3001592,68.56447005
3001593,3724.261300000002
3001594,15.28
3001595,1.54
3001596,22.03
3001597,25.99
3001598,0.11
3001599,199.34
3001600,0.0
3001601,6.89
3001602,13.24
3001603,101.85
3001604,2.42
3001605,105.04258051999994
3001606,286.87
3001607,2.43
3001608,2.43
3001609,157.80157059999988
3001610,62.36784998000002
3001611,2055.865349
3001612,353.7
3001613,6.21
3001614,8.04
3001615,0.26
3001616,18.07
3001617,7501.26
3001618,0.03
3001619,1176.5296700000006
3001620,29.42
3001621,2032.07
3001622,2075.26
3001623,328.14662
3001624,497.86
3001625,297.3903599999999
3001626,7725.13
3001627,75.42
3001628,3.46
3001629,55.32
3001630,60.35
3001631,0.15
3001632,463.47
3001633,41.64
3001634,85.63
3001635,22.88
3001636,291.16
3001637,24.38
3001638,660.8370254
3001639,579.63
3001640,15.48
3001641,21.13
3001642,1064.7300700000005
3001643,230.9373
3001644,10803.24319
3001645,229.41
3001646,72.08507964000006
3001647,3.6
3001648,0.31
3001649,3.76
3001650,3007.76
3001651,0.0
3001652,131.06
3001653,5.87
3001654,889.26
3001655,348.03
3001656,123.45
3001657,115.78
3001658,47.05302003999999
3001659,2245.4511000000007
3001660,6.39
3001661,0.39
3001662,12.69
3001663,20.39
3001664,0.24
3001665,193.62
3001666,0.15
3001667,0.0
3001668,15.4
3001669,98.86
3001670,1.11
3001671,50.475389959999966
3001672,162.03
3001673,2.35
3001674,5.37
3001675,93.94032995999996
3001676,39.97
3001677,2142.9561397000007
3001678,350.63
3001679,3.81
3001680,8.45
3001681,0.23
3001682,4.54
3001683,3552.52
3001684,0.0
3001685,458.29
3001686,8.95
3001687,1105.23
3001688,705.06
3001689,198.3681700000001
3001690,209.19
3001691,73.30363991999998
3001692,4017.0214699999988
3001693,11.91
3001694,1.23
3001695,18.23
3001696,26.02
3001697,0.07
3001698,241.21
3001699,1.35
3001700,10.84
3001701,16.07
3001702,54.06
3001703,1.5
3001704,287.4195808000001
3001705,330.63
3001706,3.85
3001707,5.0
3001708,101.01108945999995
3001709,58.84790003999999
3001710,2279.8074190000007
3001711,353.7
3001712,6.44
3001713,1.58
3001714,0.0
3001715,3.75
3001716,1340.86
3001717,0.0
3001718,133.25
3001719,5.13
3001720,1322.17
3001721,219.9
3001722,108.82
3001723,158.82
3001724,17.75096
3001725,2061.2155900000007
3001726,2.31
3001727,0.45
3001728,13.19
3001729,20.2
3001730,0.34
3001731,116.88
3001732,0.0
3001733,0.0
3001734,40.51
3001735,98.82
3001736,0.51
3001737,51.394560179999964
3001738,127.28
3001739,0.78
3001740,1.74
3001741,44.582220019999994
3001742,13.57
3001743,2243.083779700001
3001744,350.63
3001745,1.74
3001746,6.55
3001747,0.0
3001748,3.62
3001749,2732.48
3001750,0.0
3001751,211.83
3001752,11.97
3001753,857.15
3001754,599.07
3001755,170.06
3001756,106.74
3001757,45.73206000000001
3001758,2562.29
3001759,2.71
3001760,0.25
3001761,38.41
3001762,21.7
3001763,0.11
3001764,164.29
3001765,0.0
3001766,0.0
3001767,20.48
3001768,91.57
3001769,1.9
3001770,275.45803
3001771,189.64
3001772,2.23
3001773,3.73
3001774,226.3013098999999
3001775,32.21
3001776,2270.667919000002
3001777,350.63
3001778,0.29
3001779,5.27
3001780,0.55
3001781,3.93
3001782,2465.43
3001783,0.0
3001784,629.82
3001785,12.05
3001786,797.72
3001787,800.17
3001788,198.94201000000015
3001789,113.07
3001790,77.95655
3001791,3900.4345799999987
3001792,10.45
3001793,1.83
3001794,30.66
3001795,44.67
3001796,0.3
3001797,194.82
3001798,1.84
3001799,6.59
3001800,26.62
3001801,63.13
3001802,4.35
3001803,176.82691099999994
3001804,343.89
3001805,4.23
3001806,6.68
3001807,149.1720295800001
3001808,28.401289999999985
3001809,2175.3755067
3001810,192.12
3001811,2.93
3001812,4.28
3001813,0.01
3001814,3.77
3001815,1636.71
3001816,0.0
3001817,113.95
3001818,1.84
3001819,473.87
3001820,244.28
3001821,105.22
3001822,122.32
3001823,30.109229999999997
3001824,1933.0028600000005
3001825,3.73
3001826,0.42
3001827,13.84
3001828,11.75
3001829,0.5
3001830,109.72
3001831,0.0
3001832,0.0
3001833,40.3
3001834,81.94
3001835,0.64
3001836,158.23150030000005
3001837,107.65
3001838,1.42
3001839,1.77
3001840,27.29384025999997
3001841,22.22
3001842,2342.686149000001
3001843,350.63
3001844,1.33
3001845,6.2
3001846,0.08
3001847,4.18
3001848,3653.63
3001849,0.0
3001850,411.7742199999999
3001851,7.03
3001852,740.54
3001853,712.31
3001854,190.09994000000003
3001855,99.72
3001856,72.8764
3001857,5428.239030000001
3001858,11.22
3001859,0.65
3001860,30.77
3001861,24.88
3001862,0.13
3001863,216.36
3001864,0.0
3001865,111.77
3001866,26.66
3001867,54.74
3001868,2.31
3001869,209.71376130000002
3001870,256.33
3001871,5.45
3001872,2.76
3001873,95.94564000000004
3001874,49.94108
3001875,2696.113386
3001876,353.7
3001877,0.73
3001878,3.78
3001879,0.07
3001880,6.82
3001881,3493.37
3001882,0.0
3001883,539.63836
3001884,5.83
3001885,1171.95
3001886,957.96
3001887,158.88308036000012
3001888,126.79
3001889,137.74681
3001890,4187.22851
3001891,45.27
3001892,2.06
3001893,34.65
3001894,71.5
3001895,0.0
3001896,223.36
3001897,23.94
3001898,49.02
3001899,40.01
3001900,91.88
3001901,13.08
3001902,220.1703901999999
3001903,293.91
3001904,13.68
3001905,18.71
3001906,280.74453999999974
3001907,78.50020938999997
3001908,4326.205541000003
3001909,350.63
3001910,15.6121299
3001911,6.38
3001912,0.08
3001913,8.17
3001914,5955.17
3001915,0.0
3001916,434.63965999999994
3001917,10.8
3001918,1223.81
3001919,871.5
3001920,131.71574000000012
3001921,83.12
3001922,144.7731300000001
3001923,3821.70281
3001924,27.69
3001925,0.57
3001926,53.46
3001927,46.92
3001928,0.0
3001929,332.88
3001930,25.57
3001931,28.39
3001932,31.37
3001933,85.38
3001934,11.15
3001935,224.34156100000007
3001936,501.08
3001937,10.39
3001938,11.69
3001939,131.03993094999998
3001940,74.14074018999999
3001941,3190.888859999998
3001942,350.63
3001943,14.574150028999988
3001944,8.55
3001945,0.42
3001946,5.03
3001947,5183.57
3001948,0.0
3001949,709.28
3001950,9.82
3001951,2017.1
3001952,751.28
3001953,192.54443000000015
3001954,248.74
3001955,74.98497996000002
3001956,6541.937070000001
3001957,30.7
3001958,1.77
3001959,33.75
3001960,34.4
3001961,0.12
3001962,313.73
3001963,4.68
3001964,16.77
3001965,29.45
3001966,71.67
3001967,7.82
3001968,161.7607696000001
3001969,384.43
3001970,6.57
3001971,5.3
3001972,210.76291970000014
3001973,50.553570259999994
3001974,2704.205489
3001975,347.55
3001976,14.027389975000004
3001977,4.93
3001978,0.18
3001979,6.2
3001980,2106.4
3001981,0.09
3001982,323.7644699999999
3001983,7.81
3001984,796.79
3001985,702.12
3001986,187.83856000000006
3001987,123.41
3001988,70.09842999999996
3001989,3095.24
3001990,23.19
3001991,1.36
3001992,11.7
3001993,45.97
3001994,0.0
3001995,177.54
3001996,16.57
3001997,33.74
3001998,3.18
3001999,94.61
3002000,7.46
3002001,413.59508060000013
3002002,228.78
3002003,4.72
3002004,8.17
3002005,346.12787000000003
3002006,47.99718014000001
3002007,3226.9441780000006
3002008,346.74
3002009,20.83047000000001
3002010,3.42
3002011,0.02
3002012,3.83
3002013,5960.87
3002014,0.0
3002015,407.78
3002016,18.39
3002017,2289.19
3002018,915.52
3002019,256.31
3002020,159.38
3002021,68.27683984000005
3002022,7949.677759999996
3002023,10.34
3002024,4.02
3002025,39.36
3002026,38.37
3002027,0.05
3002028,433.73
3002029,0.0
3002030,0.22
3002031,16.42
3002032,90.39
3002033,2.85
3002034,142.24701955000006
3002035,368.94
3002036,3.65
3002037,9.59
3002038,155.64777969999986
3002039,57.105430039999995
3002040,2707.1700859999996
3002041,350.63
3002042,4.98
3002043,7.17
3002044,0.07
3002045,8.32
3002046,4110.06
3002047,0.0
3002048,472.4864605999999
3002049,8.68
3002050,1100.85
3002051,656.12
3002052,209.58590190000007
3002053,133.42
3002054,102.08784000000009
3002055,4039.3026599999994
3002056,31.26
3002057,2.14
3002058,29.93
3002059,38.3
3002060,0.02
3002061,225.28
3002062,17.93
3002063,50.63
3002064,40.08
3002065,155.8
3002066,11.78
3002067,197.14451119999995
3002068,408.09
3002069,17.26
3002070,8.84
3002071,179.9022899000001
3002072,81.65768023999995
3002073,2879.944380000002
3002074,257.11
3002075,8.04978
3002076,4.0
3002077,0.07
3002078,5.59
3002079,4311.47
3002080,0.0
3002081,502.0869398
3002082,8.17
3002083,794.76
3002084,882.62
3002085,165.6098600400001
3002086,124.36
3002087,110.53771
3002088,3409.89
3002089,31.93
3002090,0.64
3002091,33.66
3002092,69.79
3002093,0.0
3002094,209.71
3002095,10.9
3002096,48.65
3002097,39.91
3002098,85.48
3002099,12.52
3002100,220.93882780000004
3002101,230.45
3002102,10.57
3002103,8.94
3002104,226.8623515999998
3002105,50.755090059999965
3002106,3317.4119539999997
3002107,350.63
3002108,13.046309714000001
3002109,5.93
3002110,0.1
3002111,6.39
3002112,4923.87
3002113,0.0
3002114,589.36
3002115,11.97
3002116,1145.54
3002117,757.8
3002118,240.63402000000028
3002119,187.26
3002120,82.04332968000008
3002121,4526.677769999998
3002122,12.87
3002123,0.29
3002124,22.96
3002125,36.13
3002126,0.11
3002127,237.35
3002128,0.0
3002129,9.35
3002130,27.44
3002131,93.17
3002132,5.13
3002133,220.37831010000008
3002134,271.84
3002135,4.15
3002136,1.31
3002137,229.70593999999994
3002138,120.73659000000004
3002139,2358.390638999998
3002140,197.47
3002141,0.69
3002142,16.48
3002143,0.0
3002144,15.8
3002145,7938.89
3002146,0.03
3002147,1585.0365799999993
3002148,32.79
3002149,2459.8
3002150,2302.09
3002151,509.87286999999924
3002152,557.01
3002153,384.2765599999997
3002154,9088.34
3002155,87.38
3002156,6.75
3002157,118.34
3002158,230.91
3002159,0.24
3002160,549.41
3002161,24.73
3002162,38.01
3002163,63.36
3002164,432.6
3002165,22.82
3002166,768.9050900000002
3002167,460.91
3002168,31.53
3002169,32.25
3002170,1028.560919000001
3002171,311.6626781000002
3002172,12497.132759999997
3002173,353.73
3002174,73.34537027999998
3002175,12.29
3002176,0.0
3002177,16.47
3002178,7922.16
3002179,0.03
3002180,1209.6241400000001
3002181,29.28
3002182,2504.82
3002183,2064.84
3002184,610.4985900000003
3002185,319.78
3002186,279.46975
3002187,9938.17
3002188,89.96
3002189,0.98
3002190,62.44
3002191,279.62
3002192,0.25
3002193,545.85
3002194,16.55
3002195,38.89
3002196,28.07
3002197,227.63
3002198,20.47
3002199,914.3789388000001
3002200,1032.01
3002201,18.17
3002202,28.04
3002203,1045.5003579999996
3002204,240.51807870000002
3002205,8057.204619999991
3002206,358.07
3002207,73.33388018
3002208,11.52
3002209,0.0
3002210,21.06
3002211,5138.09
3002212,0.12
3002213,837.43
3002214,13.85
3002215,1930.09
3002216,1327.33
3002217,626.0783000000004
3002218,111.68
3002219,187.17072019999992
3002220,7729.13
3002221,36.05
3002222,2.41
3002223,55.8
3002224,51.48
3002225,0.42
3002226,530.12
3002227,18.46
3002228,35.14
3002229,23.73
3002230,126.25
3002231,16.71
3002232,950.6268728000005
3002233,1063.52
3002234,19.0
3002235,39.43
3002236,600.19952
3002237,133.90483120000013
3002238,3492.686799999998
3002239,366.69
3002240,41.08874000000002
3002241,11.54
3002242,0.0
3002243,21.51
3002244,7717.96
3002245,0.0
3002246,1157.9239999999998
3002247,20.17
3002248,2062.04
3002249,1931.46
3002250,563.7866999999999
3002251,317.19
3002252,220.21332000000012
3002253,9338.68
3002254,41.37
3002255,1.56
3002256,111.28
3002257,77.64
3002258,0.81
3002259,530.04
3002260,23.93
3002261,44.28
3002262,27.1
3002263,164.56
3002264,15.83
3002265,721.0307900000006
3002266,1039.07
3002267,19.23
3002268,26.93
3002269,901.2571599999994
3002270,245.90924999999984
3002271,7181.4819800000005
3002272,355.52
3002273,61.424379919999986
3002274,9.04
3002275,0.0
3002276,20.22
3002277,3887.04
3002278,0.0
3002279,682.71371
3002280,19.55
3002281,1871.91
3002282,1006.79
3002283,530.8766
3002284,88.99
3002285,149.45625000000004
3002286,7530.38
3002287,31.8
3002288,0.33
3002289,41.82
3002290,86.34
3002291,0.22
3002292,501.52
3002293,26.06
3002294,21.24
3002295,22.83
3002296,102.43
3002297,5.9
3002298,661.327848800001
3002299,1275.24
3002300,12.68
3002301,20.09
3002302,709.1145716999995
3002303,87.19167008000005
3002304,2901.2574799999998
3002305,346.39
3002306,19.50144998999999
3002307,10.86
3002308,0.0
3002309,20.7
3002310,6008.14
3002311,0.02
3002312,1223.227179
3002313,29.34
3002314,1840.56
3002315,2161.6
3002316,390.56625999999994
3002317,472.8
3002318,319.72479999999973
3002319,7824.96
3002320,74.1
3002321,1.89
3002322,56.64
3002323,87.78
3002324,0.97
3002325,450.94
3002326,11.86
3002327,38.83
3002328,23.23
3002329,226.87
3002330,20.74
3002331,663.2479202000004
3002332,511.14
3002333,16.57
3002334,30.2
3002335,903.5101193999994
3002336,230.87948960000003
3002337,10280.625999999998
3002338,274.91
3002339,77.74645014999999
3002340,6.35
3002341,0.2
3002342,6.96
3002343,2328.11
3002344,0.0
3002345,354.91359000000017
3002346,25.73
3002347,856.25
3002348,672.24
3002349,222.1529099999999
3002350,86.85
3002351,82.46958
3002352,2980.45
3002353,20.12
3002354,0.91
3002355,30.53
3002356,63.68
3002357,0.2
3002358,185.48
3002359,11.59
3002360,10.13
3002361,13.15
3002362,71.17
3002363,11.6
3002364,235.68064000000012
3002365,268.21
3002366,3.13
3002367,8.44
3002368,216.40381299999999
3002369,58.386889999999966
3002370,2061.0115499999993
3002371,240.41
3002372,12.765490006999999
3002373,10.28
3002374,0.0
3002375,17.3
3002376,4236.35
3002377,0.06
3002378,635.1898999999989
3002379,37.12
3002380,1492.57
3002381,1015.48
3002382,417.9298900000004
3002383,95.27
3002384,161.6050300000001
3002385,6247.39
3002386,87.29
3002387,2.88
3002388,51.1
3002389,105.63
3002390,0.05
3002391,373.67
3002392,10.08
3002393,33.13
3002394,21.84
3002395,115.25
3002396,12.23
3002397,565.6799798000002
3002398,501.35
3002399,11.7
3002400,20.86
3002401,364.51235000000014
3002402,84.40566099000006
3002403,2971.887499999999
3002404,303.8
3002405,13.208070069999996
3002406,7.51
3002407,0.0
3002408,6.78
3002409,4680.05
3002410,0.04
3002411,906.9574299999999
3002412,13.76
3002413,1505.83
3002414,1688.67
3002415,247.0424700000001
3002416,361.27
3002417,236.26042000000027
3002418,5609.83
3002419,77.38
3002420,2.58
3002421,37.3
3002422,165.45
3002423,0.38
3002424,321.63
3002425,7.51
3002426,62.66
3002427,25.91
3002428,135.32
3002429,12.63
3002430,606.3483400000003
3002431,311.45
3002432,18.28
3002433,19.28
3002434,677.2049696000005
3002435,138.21507993999998
3002436,8567.743229999995
3002437,298.71
3002438,47.07260018
3002439,7.89
3002440,0.0
3002441,8.66
3002442,4164.69
3002443,0.0
3002444,821.6251400000001
3002445,14.07
3002446,1731.33
3002447,1104.8
3002448,306.8030499999998
3002449,220.08
3002450,279.54708000000005
3002451,5619.98
3002452,28.39
3002453,3.42
3002454,44.25
3002455,98.1
3002456,0.07
3002457,326.26
3002458,8.33
3002459,52.77
3002460,21.48
3002461,220.75
3002462,16.14
3002463,412.46989000000065
3002464,410.93
3002465,13.26
3002466,28.66
